disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
E4_HYPERPARA,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect_shared_factor,immune;renal;sex;smoking,renal;sex,"{""renal"": 0.25, ""sex"": -0.18}",-0.05,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30070,Red blood cell (erythrocyte) distribution width,%,neutral,immune,,{},,not in conditioning subset,no active risk path in this model
E4_HYPERPARA,30250,Reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,renal;sex,"{""renal"": 0.25, ""sex"": -0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30240,Reticulocyte percentage,%,neutral,immune,,{},,not in conditioning subset,no active risk path in this model
E4_HYPERPARA,30000,White blood cell (leukocyte) count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30620,Alanine aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;inflammation;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30600,Albumin,g/L,indirect_shared_factor,immune;inflammation;renal,renal,"{""renal"": 0.25}",-0.0375,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30610,Alkaline phosphatase,U/L,indirect_shared_factor,age;alcohol;calcium,age;calcium,"{""age"": 0.35, ""calcium"": 0.8}",0.33249999999999996,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30630,Apolipoprotein A,g/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30640,Apolipoprotein B,g/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30650,Aspartate aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30710,C-reactive protein,mg/L,neutral,adiposity;immune;inflammation;smoking,,{},,Gaussian observation,no active risk path in this model
E4_HYPERPARA,30680,Calcium,mmol/L,indirect_shared_factor,calcium;immune;renal,calcium;renal,"{""calcium"": 0.8, ""renal"": 0.25}",0.77,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30690,Cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": -0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30700,Creatinine,umol/L,indirect_shared_factor,activity;age;renal;sex,age;renal;sex,"{""age"": 0.35, ""renal"": 0.25, ""sex"": -0.18}",0.2525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30720,Cystatin C,mg/L,indirect_shared_factor,age;inflammation;renal;sex,age;renal;sex,"{""age"": 0.35, ""renal"": 0.25, ""sex"": -0.18}",0.3125,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30660,Direct bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
E4_HYPERPARA,30730,Gamma glutamyltransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30740,Glucose,mmol/L,indirect_shared_factor,adiposity;glycemia;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect_shared_factor,adiposity;age;glycemia,age,"{""age"": 0.35}",0.0525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30760,HDL cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30770,IGF-1,nmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.35, ""sex"": -0.18}",-0.1575,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30780,LDL direct,mmol/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30790,Lipoprotein A,nmol/L,neutral,lipids,,{},,Gaussian observation,no active risk path in this model
E4_HYPERPARA,30800,Oestradiol,pmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.35, ""sex"": -0.18}",-0.13999999999999999,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30810,Phosphate,mmol/L,indirect_shared_factor,calcium;renal;sex,calcium;renal;sex,"{""calcium"": 0.8, ""renal"": 0.25, ""sex"": -0.18}",-0.40499999999999997,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30820,Rheumatoid factor,IU/mL,indirect_shared_factor,age;immune,age,"{""age"": 0.35}",0.0525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30830,SHBG,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.35, ""sex"": -0.18}",0.0525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30850,Testosterone,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.35, ""sex"": -0.18}",-0.06999999999999999,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30840,Total bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
E4_HYPERPARA,30860,Total protein,g/L,indirect_shared_factor,immune;inflammation;renal,renal,"{""renal"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30870,Triglycerides,mmol/L,indirect_shared_factor,adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": -0.18}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30880,Urate,umol/L,indirect_shared_factor,adiposity;alcohol;renal;sex,renal;sex,"{""renal"": 0.25, ""sex"": -0.18}",0.1,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30670,Urea,mmol/L,indirect_shared_factor,age;renal;sex,age;renal;sex,"{""age"": 0.35, ""renal"": 0.25, ""sex"": -0.18}",0.20249999999999999,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
E4_HYPERPARA,30890,Vitamin D,nmol/L,neutral,activity;adiposity;pigmentation;uv,,{},,Gaussian observation,no active risk path in this model
F5_PHOBANX,21022,Age at recruitment,years,direct,age,age,"{""age"": -0.12}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,31,Gender,binary code,direct,sex,sex,"{""sex"": -0.15}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,699,Length of time at current address,years,indirect_shared_factor,age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,709,Number in household,persons,indirect_shared_factor,age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,796,Distance between home and job workplace,miles,indirect_shared_factor,age;education,age;education,"{""age"": -0.12, ""education"": -0.08}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,757,Time employed in main current job,years,indirect_shared_factor,age;education,age;education,"{""age"": -0.12, ""education"": -0.08}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,767,Length of working week for main job,hours,indirect_shared_factor,age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,777,Frequency of travelling from home to job workplace,times/week,indirect_shared_factor,age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,845,Age completed full time education,years,indirect_shared_factor,education,education,"{""education"": -0.08}",-0.08,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,4079,"Diastolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,4080,"Systolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": -0.12, ""sex"": -0.15}",-0.078,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,102,"Pulse rate, automated reading",bpm,indirect_shared_factor,activity;anxiety;sleep;smoking,anxiety;sleep,"{""anxiety"": 0.85, ""sleep"": 0.25}",0.39,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,46,Hand grip strength (left),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,47,Hand grip strength (right),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,48,Waist circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,21002,Weight,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,21001,Body mass index (BMI),kg/m^2,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",-0.0144,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,49,Hip circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,50,Standing height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,20015,Sitting height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23115,Leg fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23111,Leg fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23116,Leg fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23112,Leg fat mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23117,Leg fat-free mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23113,Leg fat-free mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23118,Leg predicted mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23114,Leg predicted mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23123,Arm fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23119,Arm fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_PHOBANX,23124,Arm fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": -0.12, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
