atlas,column_index,label_id,feature_name,disease,coverage_status,evidence_consistency,effect_mode,literature_d_median,source_d_values,model_latent_sd_shift,quantitative_sign_conflict,selected_association_ids,modeling_assumption
AAL3,151,156,ACC_sup_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.091874,"{""Ledig2018"": -0.091874}",-0.059718,False,A00747,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,152,157,N_Acc_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.5935,"{""Fjell2010"": -0.73, ""Ledig2018"": -0.457}",-0.385775,False,A00007;A00774,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,152,157,N_Acc_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.4325,"{""Banerjee2025"": -0.395, ""Fjell2010"": -0.47, ""Ledig2018"": -0.31778, ""MCI2016"": -0.891386}",-0.281125,False,A00479;A00003;A00778;A00130,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,153,158,N_Acc_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.5935,"{""Fjell2010"": -0.73, ""Ledig2018"": -0.457}",-0.385775,False,A00008;A00775,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,153,158,N_Acc_R,MCI,direct,mixed_significance_or_measurement,source_median_numeric_volume,-0.4375,"{""Banerjee2025"": -0.405, ""Fjell2010"": -0.47, ""Ledig2018"": -0.31778, ""MCI2016"": -0.663092}",-0.284375,False,A00481;A00004;A00779;A00128,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,154,159,VTA_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,154,159,VTA_L,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,155,160,VTA_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,155,160,VTA_R,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,156,161,SN_pc_L,AD,indirect,mixed_significance_or_measurement,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,156,161,SN_pc_L,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,157,162,SN_pc_R,AD,indirect,mixed_significance_or_measurement,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,157,162,SN_pc_R,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,158,163,SN_pr_L,AD,indirect,mixed_significance_or_measurement,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,158,163,SN_pr_L,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,159,164,SN_pr_R,AD,indirect,mixed_significance_or_measurement,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,159,164,SN_pr_R,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,160,165,Red_N_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,160,165,Red_N_L,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,161,166,Red_N_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,161,166,Red_N_R,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,162,167,LC_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,162,167,LC_L,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,163,168,LC_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,163,168,LC_R,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,164,169,Raphe_D,AD,not_found,no_exact_evidence,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,164,169,Raphe_D,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,165,170,Raphe_M,AD,not_found,no_exact_evidence,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,165,170,Raphe_M,MCI,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
