feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
14,seq.10513.13,seq_10513_13,CSEN,KCNIP3,Q9Y2W7,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
14,seq.10513.13,seq_10513_13,CSEN,KCNIP3,Q9Y2W7,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
14,seq.10513.13,seq_10513_13,CSEN,KCNIP3,Q9Y2W7,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
14,seq.10513.13,seq_10513_13,CSEN,KCNIP3,Q9Y2W7,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
14,seq.10513.13,seq_10513_13,CSEN,KCNIP3,Q9Y2W7,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
15,seq.10521.10,seq_10521_10,MXRA8:ECD,MXRA8,Q9BRK3,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
16,seq.10534.40,seq_10534_40,PARP:BRCT domain,PARP1,P09874,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
17,seq.10554.23,seq_10554_23,BGAL,GLB1,P16278,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
18,seq.10562.42,seq_10562_42,NETO2,NETO2,Q8NC67,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
19,seq.10574.10,seq_10574_10,b2-Microglobulin,B2M,P61769,StrokeTIA,immune_complement,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row226"", ""estimate"": ""1.85"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.54"", ""ci_upper"": ""2.21"", ""standard_error"": """", ""p_value"": ""2.5906472151614968e-11"", ""q_value"": """", ""adjusted_p_value"": ""7.56468986827157e-08"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
20,seq.10588.39,seq_10588_39,SIAT9,ST3GAL5,Q9UNP4,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
21,seq.10620.21,seq_10620_21,PSP-94,MSMB,P08118,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
22,seq.10663.42,seq_10663_42,INSI1,INSIG1,O15503,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
23,seq.10754.113,seq_10754_113,Prokineticin-2,PROK2,Q9HC23,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
24,seq.10760.107,seq_10760_107,GRIA4,GRIA4,P48058,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
24,seq.10760.107,seq_10760_107,GRIA4,GRIA4,P48058,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
24,seq.10760.107,seq_10760_107,GRIA4,GRIA4,P48058,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
